,county,state,population,dc,obs_dr
1664,Holt,NE,12599,3.0,2.381141360425431
1665,Hooker,NE,793,0.0,0.0
1666,Howard,NE,6055,1.0,1.6515276630883569
1667,Jefferson,NE,8759,2.0,2.2833656810138145
1668,Johnson,NE,4673,2.0,4.279905842071474
1669,Kearney,NE,6629,0.0,0.0
1670,Keith,NE,8584,2.0,2.3299161230195713
1671,Keya paha,NE,1029,0.0,0.0
1672,Kimball,NE,4108,1.0,2.4342745861733204
1673,Knox,NE,9534,4.0,4.195510803440318
1674,Lancaster,NE,213641,42.0,1.9659147822749379
1675,Lincoln,NE,32508,9.0,2.7685492801771874
1676,Logan,NE,878,0.0,0.0
1677,Loup,NE,683,0.0,0.0
1678,Madison,NE,32655,9.0,2.756086357372531
1679,Mcpherson,NE,546,0.0,0.0
1680,Merrick,NE,8042,1.0,1.2434717731907485
1681,Morrill,NE,5423,1.0,1.8439977872026556
1682,Nance,NE,4275,0.0,0.0
1683,Nemaha,NE,7980,2.0,2.5062656641604013
1684,Nuckolls,NE,5786,1.0,1.7283097131005878
1685,Otoe,NE,14252,3.0,2.1049677238282345
1686,Pawnee,NE,3317,1.0,3.0147723846849566
1687,Perkins,NE,3367,1.0,2.97000297000297
1688,Phelps,NE,9715,1.0,1.029336078229542
1689,Pierce,NE,7827,2.0,2.5552574421873007
1690,Platte,NE,29820,9.0,3.018108651911469
1691,Polk,NE,5675,0.0,0.0
1692,Red willow,NE,11705,0.0,0.0
1693,Richardson,NE,9937,4.0,4.025359766529133
1694,Rock,NE,2019,1.0,4.952947003467063
1695,Saline,NE,12715,4.0,3.1458906802988595
1696,Sarpy,NE,102583,15.0,1.4622305840148953
1697,Saunders,NE,18285,9.0,4.9220672682526665
1698,Scotts bluff,NE,36025,0.0,0.0
1699,Seward,NE,15450,3.0,1.941747572815534
1700,Sheridan,NE,6750,2.0,2.962962962962963
1701,Sherman,NE,3718,0.0,0.0
1702,Sioux,NE,1549,0.0,0.0
1703,Stanton,NE,6244,0.0,0.0
1704,Thayer,NE,6635,4.0,6.028636021100227
1705,Thomas,NE,851,0.0,0.0
1706,Thurston,NE,6936,2.0,2.883506343713956
1707,Valley,NE,5169,1.0,1.934610176049526
1708,Washington,NE,16607,2.0,1.204311434937075
1709,Wayne,NE,9364,2.0,2.135839384878257
1710,Webster,NE,4279,1.0,2.336994624912363
1711,Wheeler,NE,948,0.0,0.0
1712,York,NE,14428,2.0,1.386193512614361
1713,Carson city,NV,40443,0.0,0.0
1714,Churchill,NV,17938,7.0,3.9023302486341844
1715,Clark,NV,741459,104.0,1.4026399301916896
1716,Douglas,NV,27637,7.0,2.532836414950971
1717,Elko,NV,33530,3.0,0.894721145243066
1718,Esmeralda,NV,1344,0.0,0.0
1719,Eureka,NV,1547,1.0,6.464124111182935
1720,Humboldt,NV,12844,1.0,0.7785736530675802
1721,Lander,NV,6266,1.0,1.5959144589849985
1722,Lincoln,NV,3775,1.0,2.6490066225165565
1723,Lyon,NV,20001,5.0,2.4998750062496873
1724,Mineral,NV,6475,2.0,3.088803088803089
1725,Nye,NV,17781,1.0,0.5623980653506552
1726,Pershing,NV,4336,2.0,4.612546125461255
1727,Storey,NV,2526,0.0,0.0
1728,Washoe,NV,254667,46.0,1.8062803582717821
1729,White pine,NV,9264,0.0,0.0
1730,Belknap,NH,49216,0.0,0.0
1731,Carroll,NH,35410,0.0,0.0
1732,Cheshire,NH,70121,0.0,0.0
1733,Coos,NH,34828,0.0,0.0
1734,Grafton,NH,74929,0.0,0.0
1735,Hillsborough,NH,336073,0.0,0.0
1736,Merrimack,NH,120005,0.0,0.0
1737,Rockingham,NH,245845,0.0,0.0
1738,Strafford,NH,104233,0.0,0.0
1739,Sullivan,NH,38592,0.0,0.0
1740,Atlantic,NJ,224327,0.0,0.0
1741,Bergen,NJ,825380,0.0,0.0
1742,Burlington,NJ,395066,0.0,0.0
1743,Camden,NJ,502824,0.0,0.0
1744,Cape may,NJ,95089,0.0,0.0
1745,Cumberland,NJ,138053,0.0,0.0
1746,Essex,NJ,778206,0.0,0.0
1747,Gloucester,NJ,230082,0.0,0.0
1748,Hudson,NJ,553099,0.0,0.0
1749,Hunterdon,NJ,107776,0.0,0.0
1750,Mercer,NJ,325824,0.0,0.0
1751,Middlesex,NJ,671780,0.0,0.0
1752,Monmouth,NJ,553124,0.0,0.0
1753,Morris,NJ,421353,0.0,0.0
1754,Ocean,NJ,433203,0.0,0.0
1755,Passaic,NJ,453060,0.0,0.0
1756,Salem,NJ,65294,0.0,0.0
1757,Somerset,NJ,240279,0.0,0.0
1758,Sussex,NJ,130943,0.0,0.0
1759,Union,NJ,493819,0.0,0.0
1760,Warren,NJ,91607,0.0,0.0
1761,Bernalillo,NM,480577,0.0,0.0
1762,Catron,NM,2563,0.0,0.0
1763,Chaves,NM,57849,0.0,0.0
1764,Cibola,NM,23794,0.0,0.0
1765,Colfax,NM,12925,0.0,0.0
1766,Curry,NM,42207,0.0,0.0
1767,Debaca,NM,2252,0.0,0.0
1768,Dona ana,NM,135510,0.0,0.0
1769,Eddy,NM,48605,0.0,0.0
1770,Grant,NM,27676,0.0,0.0
1771,Guadalupe,NM,4156,0.0,0.0
1772,Harding,NM,987,0.0,0.0
1773,Hidalgo,NM,5958,0.0,0.0
1774,Lea,NM,55765,0.0,0.0
1775,Lincoln,NM,12219,0.0,0.0
1776,Los alamos,NM,18115,0.0,0.0
1777,Luna,NM,18110,0.0,0.0
1778,Mckinley,NM,60686,0.0,0.0
1779,Mora,NM,4264,0.0,0.0
1780,Otero,NM,51928,0.0,0.0
1781,Quay,NM,10823,0.0,0.0
1782,Rio arriba,NM,34365,0.0,0.0
1783,Roosevelt,NM,16702,0.0,0.0
1784,San juan,NM,91605,0.0,0.0
1785,San miguel,NM,25743,0.0,0.0
1786,Sandoval,NM,63319,0.0,0.0
1787,Santa fe,NM,98928,0.0,0.0
1788,Sierra,NM,9912,0.0,0.0
1789,Socorro,NM,14764,0.0,0.0
1790,Taos,NM,23118,0.0,0.0
1791,Torrance,NM,10285,0.0,0.0
1792,Union,NM,4124,0.0,0.0
1793,Valencia,NM,45235,0.0,0.0
1794,Albany,NY,292594,0.0,0.0
1795,Allegany,NY,50470,0.0,0.0
1796,Bronx,NY,1203789,0.0,0.0
1797,Broome,NY,212160,0.0,0.0
1798,Cattaraugus,NY,84234,0.0,0.0
1799,Cayuga,NY,82313,0.0,0.0
1800,Chautauqua,NY,141895,0.0,0.0
1801,Chemung,NY,95195,0.0,0.0
1802,Chenango,NY,51768,0.0,0.0
1803,Clinton,NY,85969,0.0,0.0
1804,Columbia,NY,62982,0.0,0.0
1805,Cortland,NY,48963,0.0,0.0
1806,Delaware,NY,47225,0.0,0.0
1807,Dutchess,NY,259462,0.0,0.0
1808,Erie,NY,968532,0.0,0.0
1809,Essex,NY,37152,0.0,0.0
1810,Franklin,NY,46540,0.0,0.0
1811,Fulton,NY,54191,0.0,0.0
1812,Genesee,NY,60060,0.0,0.0
1813,Greene,NY,44739,0.0,0.0
1814,Hamilton,NY,5279,0.0,0.0
1815,Herkimer,NY,65797,0.0,0.0
1816,Jefferson,NY,110943,0.0,0.0
1817,Kings,NY,2300664,0.0,0.0
1818,Lewis,NY,26796,0.0,0.0
1819,Livingston,NY,62372,0.0,0.0
1820,Madison,NY,69120,0.0,0.0
1821,Monroe,NY,713968,0.0,0.0
1822,Montgomery,NY,51981,0.0,0.0
1823,Nassau,NY,1287348,0.0,0.0
1824,New york,NY,1487536,0.0,0.0
1825,Niagara,NY,220756,0.0,0.0
1826,Oneida,NY,250836,0.0,0.0
1827,Onondaga,NY,468973,0.0,0.0
1828,Ontario,NY,95101,0.0,0.0
1829,Orange,NY,307647,0.0,0.0
1830,Orleans,NY,41846,0.0,0.0
1831,Oswego,NY,121771,0.0,0.0
1832,Otsego,NY,60517,0.0,0.0
1833,Putnam,NY,83941,0.0,0.0
1834,Queens,NY,1951598,0.0,0.0
1835,Rensselaer,NY,154429,0.0,0.0
1836,Richmond,NY,378977,0.0,0.0
1837,Rockland,NY,265475,0.0,0.0
1838,Saratoga,NY,181276,0.0,0.0
1839,Schenectady,NY,149285,0.0,0.0
1840,Schoharie,NY,31859,0.0,0.0
1841,Schuyler,NY,18662,0.0,0.0
1842,Seneca,NY,33683,0.0,0.0
1843,St. lawrence,NY,111974,0.0,0.0
1844,Steuben,NY,99088,0.0,0.0
1845,Suffolk,NY,1321864,0.0,0.0
1846,Sullivan,NY,69277,0.0,0.0
1847,Tioga,NY,52337,0.0,0.0
1848,Tompkins,NY,94097,0.0,0.0
1849,Ulster,NY,165304,0.0,0.0
1850,Warren,NY,59209,0.0,0.0
1851,Washington,NY,59330,0.0,0.0
1852,Wayne,NY,89123,0.0,0.0
1853,Westchester,NY,874866,0.0,0.0
1854,Wyoming,NY,42507,0.0,0.0
1855,Yates,NY,22810,0.0,0.0
1856,Alamance,NC,108213,0.0,0.0
1857,Alexander,NC,27544,0.0,0.0
1858,Alleghany,NC,9590,0.0,0.0
1859,Anson,NC,23474,0.0,0.0
1860,Ashe,NC,22209,0.0,0.0
1861,Avery,NC,14867,0.0,0.0
1862,Beaufort,NC,42283,0.0,0.0
1863,Bertie,NC,20388,0.0,0.0
1864,Bladen,NC,28663,0.0,0.0
1865,Brunswick,NC,50985,0.0,0.0
1866,Buncombe,NC,174821,0.0,0.0
1867,Burke,NC,75744,0.0,0.0
1868,Cabarrus,NC,98935,0.0,0.0
1869,Caldwell,NC,70709,0.0,0.0
1870,Camden,NC,5904,0.0,0.0
1871,Carteret,NC,52556,0.0,0.0
1872,Caswell,NC,20693,0.0,0.0
1873,Catawba,NC,118412,0.0,0.0
1874,Chatham,NC,38759,0.0,0.0
1875,Cherokee,NC,20170,0.0,0.0
1876,Chowan,NC,13506,0.0,0.0
1877,Clay,NC,7155,0.0,0.0
1878,Cleveland,NC,84714,0.0,0.0
1879,Columbus,NC,49587,0.0,0.0
1880,Craven,NC,81613,0.0,0.0
1881,Cumberland,NC,274566,0.0,0.0
1882,Currituck,NC,13736,0.0,0.0
1883,Dare,NC,22746,0.0,0.0
1884,Davidson,NC,126677,0.0,0.0
1885,Davie,NC,27859,0.0,0.0
1886,Duplin,NC,39995,0.0,0.0
1887,Durham,NC,181835,0.0,0.0
1888,Edgecombe,NC,56558,0.0,0.0
1889,Forsyth,NC,265878,0.0,0.0
1890,Franklin,NC,36414,0.0,0.0
1891,Gaston,NC,175093,0.0,0.0
1892,Gates,NC,9305,0.0,0.0
1893,Graham,NC,7196,0.0,0.0
1894,Granville,NC,38345,0.0,0.0
1895,Greene,NC,15384,0.0,0.0
1896,Guilford,NC,347420,0.0,0.0
1897,Halifax,NC,55516,0.0,0.0
1898,Harnett,NC,67822,0.0,0.0
1899,Haywood,NC,46942,0.0,0.0
1900,Henderson,NC,69285,0.0,0.0
1901,Hertford,NC,22523,0.0,0.0
1902,Hoke,NC,22856,0.0,0.0
1903,Hyde,NC,5411,0.0,0.0
1904,Iredell,NC,92931,0.0,0.0
1905,Jackson,NC,26846,0.0,0.0
1906,Johnston,NC,81306,0.0,0.0
1907,Jones,NC,9414,0.0,0.0
1908,Lee,NC,41374,0.0,0.0
1909,Lenoir,NC,57274,0.0,0.0
1910,Lincoln,NC,50319,0.0,0.0
1911,Macon,NC,23499,0.0,0.0
1912,Madison,NC,16953,0.0,0.0
1913,Martin,NC,25078,0.0,0.0
1914,Mcdowell,NC,35681,0.0,0.0
1915,Mecklenburg,NC,511433,0.0,0.0
1916,Mitchell,NC,14433,0.0,0.0
1917,Montgomery,NC,23346,0.0,0.0
1918,Moore,NC,59013,0.0,0.0
1919,Nash,NC,76677,0.0,0.0
1920,New hanover,NC,120284,0.0,0.0
1921,Northampton,NC,20798,0.0,0.0
1922,Onslow,NC,149838,0.0,0.0
1923,Orange,NC,93851,0.0,0.0
1924,Pamlico,NC,11372,0.0,0.0
1925,Pasquotank,NC,31298,0.0,0.0
1926,Pender,NC,28855,0.0,0.0
1927,Perquimans,NC,10447,0.0,0.0
1928,Person,NC,30180,0.0,0.0
1929,Pitt,NC,107924,0.0,0.0
1930,Polk,NC,14416,0.0,0.0
1931,Randolph,NC,106546,0.0,0.0
1932,Richmond,NC,44518,0.0,0.0
1933,Robeson,NC,105179,0.0,0.0
1934,Rockingham,NC,86064,0.0,0.0
1935,Rowan,NC,110605,0.0,0.0
1936,Rutherford,NC,56918,0.0,0.0
1937,Sampson,NC,47297,0.0,0.0
1938,Scotland,NC,33754,0.0,0.0
1939,Stanly,NC,51765,0.0,0.0
1940,Stokes,NC,37223,0.0,0.0
1941,Surry,NC,61704,0.0,0.0
1942,Swain,NC,11268,0.0,0.0
1943,Transylvania,NC,25520,0.0,0.0
1944,Tyrrell,NC,3856,0.0,0.0
1945,Union,NC,84211,0.0,0.0
1946,Vance,NC,38892,0.0,0.0
1947,Wake,NC,423380,0.0,0.0
1948,Warren,NC,17265,0.0,0.0
1949,Washington,NC,13997,0.0,0.0
1950,Watauga,NC,36952,0.0,0.0
1951,Wayne,NC,104666,0.0,0.0
1952,Wilkes,NC,59393,0.0,0.0
1953,Wilson,NC,66061,0.0,0.0
1954,Yadkin,NC,30488,0.0,0.0
1955,Yancey,NC,15419,0.0,0.0
1956,Adams,ND,3174,0.0,0.0
1957,Barnes,ND,12545,0.0,0.0
1958,Benson,ND,7198,0.0,0.0
1959,Billings,ND,1108,0.0,0.0
1960,Bottineau,ND,8011,0.0,0.0
1961,Bowman,ND,3596,0.0,0.0
1962,Burke,ND,3002,0.0,0.0
1963,Burleigh,ND,60131,0.0,0.0
1964,Cass,ND,102874,0.0,0.0
1965,Cavalier,ND,6064,0.0,0.0
1966,Dickey,ND,6107,0.0,0.0
1967,Divide,ND,2899,0.0,0.0
1968,Dunn,ND,4005,0.0,0.0
1969,Eddy,ND,2951,0.0,0.0
1970,Emmons,ND,4830,0.0,0.0
1971,Foster,ND,3983,0.0,0.0
1972,Golden valley,ND,2108,0.0,0.0
1973,Grand forks,ND,70683,0.0,0.0
1974,Grant,ND,3549,0.0,0.0
1975,Griggs,ND,3303,0.0,0.0
1976,Hettinger,ND,3445,0.0,0.0
1977,Kidder,ND,3332,0.0,0.0
1978,Lamoure,ND,5383,0.0,0.0
1979,Logan,ND,2847,0.0,0.0
1980,Mchenry,ND,6528,0.0,0.0
1981,Mcintosh,ND,4021,0.0,0.0
1982,Mckenzie,ND,6383,0.0,0.0
1983,Mclean,ND,10457,0.0,0.0
1984,Mercer,ND,9808,0.0,0.0
1985,Morton,ND,23700,0.0,0.0
1986,Mountrail,ND,7021,0.0,0.0
1987,Nelson,ND,4410,0.0,0.0
1988,Oliver,ND,2381,0.0,0.0
1989,Pembina,ND,9238,0.0,0.0
1990,Pierce,ND,5052,0.0,0.0
1991,Ramsey,ND,12681,0.0,0.0
1992,Ransom,ND,5921,0.0,0.0
1993,Renville,ND,3160,0.0,0.0
1994,Richland,ND,18148,0.0,0.0
1995,Rolette,ND,12772,0.0,0.0
1996,Sargent,ND,4549,0.0,0.0
1997,Sheridan,ND,2148,0.0,0.0
1998,Sioux,ND,3761,0.0,0.0
1999,Slope,ND,907,0.0,0.0
2000,Stark,ND,22832,0.0,0.0
2001,Steele,ND,2420,0.0,0.0
2002,Stutsman,ND,22241,0.0,0.0
2003,Towner,ND,3627,0.0,0.0
2004,Traill,ND,8752,0.0,0.0
2005,Walsh,ND,13840,0.0,0.0
2006,Ward,ND,57921,0.0,0.0
2007,Wells,ND,5864,0.0,0.0
2008,Williams,ND,21129,0.0,0.0
2009,Adams,OH,25371,5.0,1.9707540104844112
2010,Allen,OH,109755,27.0,2.4600246002460024
2011,Ashland,OH,47507,10.0,2.1049529543014716
2012,Ashtabula,OH,99821,28.0,2.805020987567746
2013,Athens,OH,59549,11.0,1.847218257233539
2014,Auglaize,OH,44585,16.0,3.5886508915554565
2015,Belmont,OH,71074,24.0,3.37676224779807
2016,Brown,OH,34966,9.0,2.573928959560716
2017,Butler,OH,291479,55.0,1.8869283893522346
2018,Carroll,OH,26521,5.0,1.8852984427434862
2019,Champaign,OH,36019,6.0,1.665787501041117
2020,Clark,OH,147548,37.0,2.507658524683493
2021,Clermont,OH,150187,20.0,1.331673180767976
2022,Clinton,OH,35415,12.0,3.3883947479881407
2023,Columbiana,OH,108276,25.0,2.308914256160183
2024,Coshocton,OH,35427,8.0,2.2581646766590455
2025,Crawford,OH,47870,14.0,2.9245874242740753
2026,Cuyahoga,OH,1412140,325.0,2.3014715254861415
2027,Darke,OH,53619,17.0,3.1705179134262105
2028,Defiance,OH,39350,6.0,1.5247776365946633
2029,Delaware,OH,66929,14.0,2.091768889420132
2030,Erie,OH,76779,19.0,2.4746349913387773
2031,Fairfield,OH,103461,17.0,1.6431312281922656
2032,Fayette,OH,27466,6.0,2.1845190417243137
2033,Franklin,OH,961437,152.0,1.5809668236192282
2034,Fulton,OH,38498,15.0,3.8963063016260584
2035,Gallia,OH,30954,7.0,2.261420171867933
2036,Geauga,OH,81129,13.0,1.6023863230164306
2037,Greene,OH,136731,27.0,1.9746802115101916
2038,Guernsey,OH,39024,10.0,2.5625256252562525
2039,Hamilton,OH,866228,176.0,2.0317976329557577
2040,Hancock,OH,65536,23.0,3.5095214843749996
2041,Hardin,OH,31111,10.0,3.21429719391855
2042,Harrison,OH,16085,4.0,2.486788933789245
2043,Henry,OH,29108,4.0,1.374192661811186
2044,Highland,OH,35728,4.0,1.1195700850873267
2045,Hocking,OH,25533,4.0,1.5666000861630047
2046,Holmes,OH,32849,7.0,2.130962890803373
2047,Huron,OH,56240,15.0,2.667140825035562
2048,Jackson,OH,30230,10.0,3.307972213033411
2049,Jefferson,OH,80298,18.0,2.2416498542927594
2050,Knox,OH,47473,15.0,3.1596907715964866
2051,Lake,OH,215499,39.0,1.8097531775089444
2052,Lawrence,OH,61834,16.0,2.5875731798039916
2053,Licking,OH,128300,24.0,1.8706157443491813
2054,Logan,OH,42310,10.0,2.3635074450484517
2055,Lorain,OH,271126,74.0,2.7293583057323905
2056,Lucas,OH,462361,85.0,1.8383903486669508
2057,Madison,OH,37068,8.0,2.158195748354376
2058,Mahoning,OH,264806,61.0,2.3035731818765433
2059,Marion,OH,64274,13.0,2.022590783209385
2060,Medina,OH,122354,24.0,1.9615214868332869
2061,Meigs,OH,22987,6.0,2.610170966198286
2062,Mercer,OH,39443,9.0,2.2817736987551656
2063,Miami,OH,93182,24.0,2.5756047305273553
2064,Monroe,OH,15497,5.0,3.2264309221139573
2065,Montgomery,OH,573809,105.0,1.8298771890995087
2066,Morgan,OH,14194,6.0,4.227138227420037
2067,Morrow,OH,27749,2.0,0.7207466935745434
2068,Muskingum,OH,82068,18.0,2.1933031144904227
2069,Noble,OH,11336,2.0,1.7642907551164433
2070,Ottawa,OH,40029,12.0,2.997826575732594
2071,Paulding,OH,20488,5.0,2.4404529480671613
2072,Perry,OH,31557,4.0,1.2675476122571854
2073,Pickaway,OH,48255,13.0,2.6940213449383483
2074,Pike,OH,24249,3.0,1.2371644191513052
2075,Portage,OH,142585,28.0,1.9637409264649157
2076,Preble,OH,40113,4.0,0.9971829581432454
2077,Putnam,OH,33819,4.0,1.1827670835920636
2078,Richland,OH,126137,24.0,1.9026931035302883
2079,Ross,OH,69330,15.0,2.163565556036348
2080,Sandusky,OH,61963,20.0,3.2277326791795105
2081,Scioto,OH,80327,27.0,3.361260846290787
2082,Seneca,OH,59733,18.0,3.0134096730450506
2083,Shelby,OH,44915,5.0,1.1132138483802738
2084,Stark,OH,367585,89.0,2.421208700028565
2085,Summit,OH,514990,114.0,2.213635216217791
2086,Trumbull,OH,227813,63.0,2.7654260292432826
2087,Tuscarawas,OH,84090,27.0,3.210845522654299
2088,Union,OH,31969,6.0,1.8768181675998623
2089,Van wert,OH,30464,0.0,0.0
2090,Vinton,OH,11098,2.0,1.8021265092809515
2091,Warren,OH,113909,18.0,1.5802087631354853
2092,Washington,OH,62254,15.0,2.4094837279532237
2093,Wayne,OH,101461,28.0,2.7596810597175265
2094,Williams,OH,36956,10.0,2.7059205541725295
2095,Wood,OH,113269,28.0,2.471991453972402
2096,Wyandot,OH,22254,5.0,2.2467870944549295
2097,Adair,OK,18421,6.0,3.257152163291895
2098,Alfalfa,OK,6416,4.0,6.234413965087283
2099,Atoka,OK,12778,1.0,0.7825950853028644
2100,Beaver,OK,6023,0.0,0.0
2101,Beckham,OK,18812,4.0,2.12630236019562
2102,Blaine,OK,11470,1.0,0.8718395815170009
2103,Bryan,OK,32089,8.0,2.4930661597432144
2104,Caddo,OK,29550,9.0,3.045685279187817
2105,Canadian,OK,74409,8.0,1.075138760096225
2106,Carter,OK,42919,12.0,2.795964491250961
2107,Cherokee,OK,34049,7.0,2.055860671385356
2108,Choctaw,OK,15302,5.0,3.267546725918181
2109,Cimarron,OK,3301,1.0,3.029385034837928
2110,Cleveland,OK,174253,17.0,0.9755929596621005
2111,Coal,OK,5780,2.0,3.4602076124567476
2112,Comanche,OK,111486,14.0,1.2557630554509085
2113,Cotton,OK,6651,4.0,6.01413321305067
2114,Craig,OK,14104,4.0,2.836074872376631
2115,Creek,OK,60915,15.0,2.462447672986949
2116,Custer,OK,26897,4.0,1.4871547012677995
2117,Delaware,OK,28070,4.0,1.4250089063056646
2118,Dewey,OK,5551,6.0,10.808863267879662
2119,Ellis,OK,4497,1.0,2.2237046920169004
2120,Garfield,OK,56735,17.0,2.99638671014365
2121,Garvin,OK,26605,3.0,1.1276075925577898
2122,Grady,OK,41747,17.0,4.072148896926725
2123,Grant,OK,5689,2.0,3.515556336790297
2124,Greer,OK,6559,3.0,4.573867967678
2125,Harmon,OK,3793,1.0,2.636435539151068
2126,Harper,OK,4063,1.0,2.4612355402412014
2127,Haskell,OK,10940,6.0,5.484460694698354
2128,Hughes,OK,13023,0.0,0.0
2129,Jackson,OK,28764,4.0,1.3906271728549577
2130,Jefferson,OK,7010,3.0,4.279600570613409
2131,Johnston,OK,10032,1.0,0.9968102073365231
2132,Kay,OK,48056,18.0,3.745630098218745
2133,Kingfisher,OK,13212,2.0,1.5137753557372087
2134,Kiowa,OK,11347,9.0,7.931611879792016
2135,Latimer,OK,10333,3.0,2.903319461918126
2136,Le flore,OK,43270,0.0,0.0
2137,Lincoln,OK,29216,9.0,3.080503833515882
2138,Logan,OK,29011,4.0,1.3787873565199407
2139,Love,OK,8157,1.0,1.225940909648155
2140,Major,OK,8055,3.0,3.7243947858472994
2141,Marshall,OK,10829,4.0,3.693785206390249
2142,Mayes,OK,33366,10.0,2.997062878379188
2143,Mcclain,OK,22795,0.0,0.0
2144,Mccurtain,OK,33433,0.0,0.0
2145,Mcintosh,OK,16779,0.0,0.0
2146,Murray,OK,12042,3.0,2.4912805181863478
2147,Muskogee,OK,68078,15.0,2.203354975175534
2148,Noble,OK,11045,2.0,1.810774105930285
2149,Nowata,OK,9992,4.0,4.00320256204964
2150,Okfuskee,OK,11551,5.0,4.328629555882608
2151,Oklahoma,OK,599611,122.0,2.034652466349016
2152,Okmulgee,OK,36490,9.0,2.466429158673609
2153,Osage,OK,41645,12.0,2.881498379157162
2154,Ottawa,OK,30561,11.0,3.599358659729721
2155,Pawnee,OK,15575,7.0,4.4943820224719095
2156,Payne,OK,61507,15.0,2.4387468093062576
2157,Pittsburg,OK,40581,13.0,3.203469604001873
2158,Pontotoc,OK,34119,4.0,1.1723673026759285
2159,Pottawatomie,OK,58760,21.0,3.5738597685500344
2160,Pushmataha,OK,10997,6.0,5.45603346367191
2161,Roger mills,OK,4147,0.0,0.0
2162,Rogers,OK,55170,14.0,2.537611020482146
2163,Seminole,OK,25412,5.0,1.967574374311349
2164,Sequoyah,OK,33828,13.0,3.842970320444602
2165,Stephens,OK,42299,20.0,4.72824416652876
2166,Texas,OK,16419,0.0,0.0
2167,Tillman,OK,10384,4.0,3.852080123266564
2168,Tulsa,OK,503341,106.0,2.1059281878487943
2169,Wagoner,OK,47883,6.0,1.253054319904768
2170,Washington,OK,48066,16.0,3.3287562934298673
2171,Washita,OK,11441,5.0,4.37024735600035
2172,Woods,OK,9103,2.0,2.197077886411073
2173,Woodward,OK,18976,5.0,2.6349072512647553
2174,Baker,OR,15317,6.0,3.917216165045374
2175,Benton,OR,70811,12.0,1.6946519608535398
2176,Clackamas,OR,278850,55.0,1.972386587771203
2177,Clatsop,OR,33301,15.0,4.504369238161017
2178,Columbia,OR,37557,10.0,2.6626194850493916
2179,Coos,OR,60273,18.0,2.9864118261908317
2180,Crook,OR,14111,7.0,4.960668981645524
2181,Curry,OR,19327,6.0,3.104465255859678
2182,Deschutes,OR,74958,10.0,1.3340804183676191
2183,Douglas,OR,94649,34.0,3.5922196747984656
2184,Gilliam,OR,1717,2.0,11.648223645894003
2185,Grant,OR,7853,1.0,1.273398701133325
2186,Harney,OR,7060,1.0,1.4164305949008498
2187,Hood river,OR,16903,0.0,0.0
2188,Jackson,OR,146389,26.0,1.7760897335182286
2189,Jefferson,OR,13676,3.0,2.193623866627669
2190,Josephine,OR,62649,18.0,2.8731504094239333
2191,Klamath,OR,57702,12.0,2.0796506186960593
2192,Lake,OR,7186,2.0,2.7831895352073475
2193,Lane,OR,282912,50.0,1.767334011989594
2194,Lincoln,OR,38889,17.0,4.371416081668338
2195,Linn,OR,91227,25.0,2.7404167625812534
2196,Malheur,OR,26038,7.0,2.6883785236961364
2197,Marion,OR,228483,50.0,2.188346616597296
2198,Morrow,OR,7625,1.0,1.3114754098360657
2199,Multnomah,OR,583887,132.0,2.260711404775239
2200,Polk,OR,49541,7.0,1.4129710744635755
2201,Sherman,OR,1918,1.0,5.21376433785193
2202,Tillamook,OR,21570,9.0,4.172461752433937
2203,Umatilla,OR,59249,18.0,3.0380259582440208
2204,Union,OR,23598,6.0,2.5425883549453343
2205,Wallowa,OR,6911,2.0,2.8939372015627263
2206,Wasco,OR,21683,6.0,2.767144767790435
2207,Washington,OR,311554,47.0,1.5085667332147878
2208,Wheeler,OR,1396,1.0,7.163323782234958
2209,Yamhill,OR,65551,18.0,2.7459535323641133
2210,Adams,PA,78274,18.0,2.2996141758438307
2211,Allegheny,PA,1336449,339.0,2.5365726638278003
2212,Armstrong,PA,73478,17.0,2.313617681482893
2213,Beaver,PA,186093,50.0,2.6868286286964045
2214,Bedford,PA,47919,7.0,1.4607984306851143
2215,Berks,PA,336523,80.0,2.3772520748953267
2216,Blair,PA,130542,36.0,2.757733143356161
2217,Bradford,PA,60967,8.0,1.3121852805616154
2218,Bucks,PA,541174,99.0,1.8293561774955929
2219,Butler,PA,152013,30.0,1.973515423023031
2220,Cambria,PA,163029,62.0,3.8030043734550296
2221,Cameron,PA,5913,2.0,3.382377811601556
2222,Carbon,PA,56846,8.0,1.4073109805439257
2223,Centre,PA,123786,17.0,1.3733378572698043
2224,Chester,PA,376396,70.0,1.859743461673344
2225,Clarion,PA,41699,18.0,4.3166502793831985
2226,Clearfield,PA,78097,29.0,3.7133308577794284
2227,Clinton,PA,37182,7.0,1.882631380775644
2228,Columbia,PA,63202,18.0,2.84801113888801
2229,Crawford,PA,86169,23.0,2.6691733686128423
2230,Cumberland,PA,195257,36.0,1.8437239125870009
2231,Dauphin,PA,237813,64.0,2.691190136788149
2232,Delaware,PA,547651,138.0,2.5198529720570217
2233,Elk,PA,34878,14.0,4.013991627960318
2234,Erie,PA,275572,62.0,2.249865733819111
2235,Fayette,PA,145351,41.0,2.820758027120556
2236,Forest,PA,4802,3.0,6.247396917950853
2237,Franklin,PA,121082,42.0,3.4687236748649677
2238,Fulton,PA,13837,4.0,2.8908000289080005
2239,Greene,PA,39550,9.0,2.275600505689001
2240,Huntingdon,PA,44164,15.0,3.3964314826555566
2241,Indiana,PA,89994,18.0,2.000133342222815
